ArticleID,Topic,Reviews
29278304,Functionality,"**Sturdy storage unit**. This is **a very sturdy unit**. It was very easy to assemble. We bought two doors and two drawer units. It **made it very useful for us.**| Hard assembly. **The design is appealing and** pleasant, however, putting it together is a different story. The inserts are not made the same size or the **bookcase is not accurate**. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I **was expecting better quality**. I love their products but this one was not that great.| Partly good…. I give the cube **5 ⭐️ but overall I returned the** doors and drawers because you have to drill your own holes to install the thick cardboard like pieces. I kept the cubes and just put the cube drawers I already had because ikea is still out of the plain black ones. I love ikea and have lots of their dressers and cube pieces but this one is just ok…| Smaller size than before. **I purchased this unit to match another** I had and when I put them together the new one is smaller than the original. The openings are the **same but the framework is thinner.**"
29278304,Sturdiness,"**Sturdy storage unit**. This **is a very sturdy unit**. **It was very easy to assemble**. We bought two doors and two drawer units. It **made it very useful for us.**| Hard assembly. **The design is appealing and** pleasant, however, putting it together is a different story. The inserts are not made the same size or the **bookcase is not accurate**. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I **was expecting better quality**. I love their products but this one was not that great.| Space saver. Love **the look and storage**. Have drawers and doors just adds to the beauty of this furniture!| **Great product, great delivery** options.. **Great product, great delivery** options."
29278304,Value,"Hard assembly. The design is appealing and pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, they look uneven **and for the price and standards of** Ikea, I was expecting better quality. I love their products but this one was not that great.| **Worth the wait!@**. Out of stock for a long time. I decided to wait and I am happy I did. Love it!| I like the the products. I like the the products looks. I like **how strong the product is as well**. Finally, the best part is the availability of inserts that one is able to use for mixing and matching for one's own personal design is the best part **of this Kallax product.**| This **looks like an expensive piece of furniture.**. Love it, very versatile. **Quality piece.**"
29278304,Durability,"**Sturdy storage unit**. This **is a very sturdy unit**. **It was very easy to assemble**. We bought two doors and two drawer units. It **made it very useful for us.**| Hard assembly. **The design is appealing and** pleasant, however, putting it together is a different story. The inserts are not made the same size or the **bookcase is not accurate**. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I **was expecting better quality**. I love their products but this one **was not that great.**| Space saver. Love **the look and storage**. Have drawers and doors just adds to the beauty of this furniture!| **Great product, great delivery** options.. **Great product, great delivery** options."
80401292,Quality,"**Works great**. This **wine rack works prefect**. **Actually thing of buying a** second. **Would be great if Ikea could** make a wine grass holder for the Kallax cube.| Kallax shelves and divider. I used the Kallax shelves and divider in my closet. I have placed 9 pairs of sandals into the divider, **it’s a great use of space.**| **Low value for price**. A bit upset as it’s chipped in two places while careful my putting it together. It has weight to it but it’s now ugly from the chips. It took some time to get it in the init. I also would like if it had a back without having to purchase a door. **The unit being opened in** the back means things can fall behind it. I purchased so I can put my kids Lego cars in it. | Many uses. I **use these for storage other than wine!!!!**"
80401292,Ease of Assembly,"Not sure how I feel. I thought I had these pieces push all the way in when putting this together so when I out it in my brand new kallax cube, it scratch the white up inside. So disappointing. There **should be better instructions**. I even used the padding on the edges that came with it but it still scratched the pain and now my shelve has scratch marks on it. I like the divider but not what it did to my new cubes| Love it!. Easiest **ikea piece to assemble! I use it** to store vinyl for each current project.| I love kallax. It’s my go to for organizing our space with style. **Easy to assemble and very sturdy.**| Exactly what I wanted!. This was the perfect modification for my kallax. **Easy to assemble,** slides in and out easily, perfect fit for my wine bottles, and added an upscale look to my shelves."
80401292,Functionality,"**Works great**. **This wine rack works prefect**. **Actually thing of buying a** second. Would be great if Ikea could make **a wine grass holder for the Kallax** cube.| Kallax shelves and divider. I used the Kallax shelves and divider in my closet. I have placed 9 pairs of sandals into the divider, **it’s a great use of space.**| Low value for price. A bit upset as it’s chipped in two places **while careful my putting it together**. It has weight to it but it’s now ugly from the chips. It took some time to get it in the init. I also would like if it had a back without having to purchase a door. **The unit being opened in** the back means things can fall behind it. I purchased so I can put my kids Lego cars in it. | Wine rack. This is perfect on my shelf but wish there **were more color options**. I have a black shelf."
80401292,Versatility,"Fantastic for craft supplies!. This is **so so so handy for storing my** wool fiber I use for felting! It makes everything easily visible, organized, accessible and beautiful. Love it!| **Kallax is very versatile** . We have sevaral Kallax units with various configurations and we love them all. They are **decorative yet very practical shelving units for** storage of anything with the insertable dividers, cabinet, drawers, baskets and boxes.| Not just for wine!. I actually used this in my craft room. I found some slimline clear storage bins that fit perfectly in each section. **Love the versatility of their products!**| An Excellent Accessory. I already owned the shelving units and with the Kallax, **I was able to convert the** unit spaces into a great looking and easily accessible wine rack. It was a great solution with my limited space, and honestly it looks great."
80401292,Appearance,"Low value for price. A bit upset as it’s chipped in two places while careful my putting it together. It has weight to it **but it’s now ugly from the chips**. It took some time to get it in the init. I also would like if it had a back without having to purchase a door. The unit being opened in the back means things can fall behind it. I purchased so I can put my kids Lego cars in it. | Wine rack. This is perfect on my shelf but wish **there were more color options**. I have a black shelf.| Small items organizer. While this may be used for wine, we opted to use this for my daughter’s dance clothes. It’s perfect **so that each outfit (leotard plus matching** tights or leggings) is in each of the cubbies. This way she can easily get her dance bag prepared herself.| **Looks good**. I bought 2- I use one for wine, Prosecco, non alcoholic stuff and the other for water bottles. **It looks nice in my**
Kitchen"
80401292,Value,"**Low value for price**. A bit upset as it’s chipped in two places while careful my putting it together. It has weight to it but it’s now ugly from the chips. It took some time to get it in the init. I also would like if it had a back without having to purchase a door. The unit being opened in the back means things can fall behind it. I purchased so I can put my kids Lego cars in it. | **Excellent Product**. I love this for small storage containers. It’s very well made, such a great option to add to my Kallax unit.| **Love this item**. I absolutely love everything I buy at Ikea. I am putting this in my Kallax shelf unit in my office| This **is a great product.**. This **is a great product.** It’s got a nice tight fit (almost to tight) so I’m not worried about it moving as I take things in and out of the cubbies."
80401292,Sturdiness,"**Works great**. This **wine rack works prefect**. Actually thing of buying a second. **Would be great if Ikea could** make a wine grass holder for the Kallax cube.| Kallax shelves and divider. I used the Kallax shelves and divider in my closet. I have placed 9 pairs of sandals into the divider, **it’s a great use of space.**| Many uses. I **use these for storage other than wine!!!!**| **Fantastic for craft supplies!**. This is **so so so handy for storing my** wool fiber I use for felting! It makes everything easily visible, organized, accessible and beautiful. Love it!"
80401292,Organization,"Many uses. I **use these for storage other than wine!!!!**| Fantastic for craft supplies!. This is so so so handy for storing my wool fiber I use for felting! It makes everything easily visible, **organized,** accessible and beautiful. Love it!| Kallax is very versatile . We have sevaral Kallax **units with various configurations and we love** them all. They are decorative yet very practical **shelving units for storage of anything with** the insertable dividers, cabinet, drawers, baskets and boxes.| **wine storage**. worked beautifully, just wished it came in expresso to match my EXPEDIT shelves"
29442615,Quality,I love Kallax!. **This product is great**. It was super easy to assemble and the **parts were high quality including wood dowels** instead of plastic. I liked it so much that I've been back to IKEA to buy more of them since the first purchase.| Kallax. **Looks wonderful in my living** room and was easy to assemble :)| **Always a good choice**. My 2nd Kallax piece. A little patience and these units come together nicely. I love the addition of legs.
29442615,Ease of Assembly,I love Kallax!. This product is great. It was **super easy to assemble and the parts** were high quality including wood dowels instead of plastic. I liked it so much that I've been back to IKEA to buy more of them since the first purchase.| Kallax. Looks wonderful in my living room and **was easy to assemble :)**
29442615,Patience,Always a good choice. My 2nd Kallax piece. **A little patience and these units** come together nicely. I love the addition of legs.
29442615,Roominess,"Kallax. Looks wonderful **in my living room and was easy** to assemble :)| I love this Kallax, easy. I love this Kallax, easy to put together, easy to clean, **roomy,** most have"
29442615,Likability,
69442680,Quality,"Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty **threaded c-clamps to securely connect each pair** of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. **Well worth the $188 dollars**. The Tasker did in two hours what would have taken us 6 hours.| **Kallax storage**. **Works great for storage of** my fabric. Also purchased the bins to go with it. If you want **to hide your storage there are several** different colors to pick from.| Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty **threaded c-clamps to securely connect each pair** of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. **Well worth the $188 dollars**. The Tasker did in two hours what would have taken us 6 hours.| I like it.. quite a bit.. Part of many new things renovating my condo. My piece is used as an old school stereo console. Cube spaces **perfect for LP storage,** and speakers. Vintage components and lamp on top. I am more enamored by its function, **quality and cost than** it's reasonable / decent appearance."
69442680,Ease of Assembly,"Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty threaded c-clamps to securely connect each pair of units together and to connect the resulting “stacks” together. 

**To save assembly time we used** TaskRabbit to do the assembly. Well worth the $188 dollars. The Tasker did in two hours what would have taken us 6 hours.| Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty threaded c-clamps to securely connect each pair of units together and to connect the resulting “stacks” together. 

**To save assembly time we used** TaskRabbit to do the assembly. Well worth the $188 dollars. The Tasker did in two hours what would have taken us 6 hours.| Well made!. This has **to be the easiest piece of ikea** furniture I put together thus far. The color is a perfect grey and light wood mix. It looks amazing in my space. The only issue I had was with the base, or stand. No clear directions or holes to connect the base. I made it work."
69442680,Functionality,"Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty **threaded c-clamps to securely connect each pair** of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. Well worth the $188 dollars. The Tasker did in two hours what would have taken us 6 hours.| **Kallax storage**. **Works great for storage of my fabric**. Also purchased the bins to go with it. If you want **to hide your storage there are several** different colors to pick from.| Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty **threaded c-clamps to securely connect each pair** of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. Well worth the $188 dollars. The Tasker did in two hours what would have taken us 6 hours.| I like it.. quite a bit.. Part **of many new things renovating my condo**. My piece is used as an old school stereo console. Cube spaces **perfect for LP storage,** and speakers. **Vintage components and lamp on** top. I am more **enamored by its function,** quality and cost than it's reasonable / decent appearance."
69442680,Appearance,"Kallax storage. Works great for storage of my fabric. Also purchased the bins to go with it. If you want to hide your storage there **are several different colors to pick from.**| I like it.. quite a bit.. Part of many new things renovating my condo. My piece is used as an old school stereo console. Cube spaces perfect for LP storage, and speakers. Vintage components and lamp on top. I am more enamored by its function, quality and cost than it's **reasonable / decent appearance.**| It's perfect for my vinyl/multi use purpose. I love that the cubes are PERFECT for vinyl. It is nice and sturdy **and this grey/wood look combo is really** nice. I like the white base, but am curious if the **black would also look nice (white was** all they had in stock). I put some drawers and a horizontal divider in it and LOVE IT!| Well made!. This has to be the easiest piece of ikea furniture I put together thus far. **The color is a perfect** grey and light wood mix. **It looks amazing in my** space. The only issue I had was with the base, or stand. No clear directions or holes to connect the base. I made it work."
69442680,Sturdiness,"**Built an entire wall** of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty **threaded c-clamps to securely connect each pair** of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. Well worth the $188 dollars. The Tasker did in two hours what would have taken us 6 hours.| **Kallax storage**. **Works great for storage of my fabric**. Also purchased the bins to go with it. If you want **to hide your storage there are several** different colors to pick from.| **Built an entire wall** of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty **threaded c-clamps to securely connect each pair** of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. Well worth the $188 dollars. The Tasker did in two hours what would have taken us 6 hours.| I like it.. quite a bit.. Part of many new things renovating my condo. My piece is used as an old school stereo console. Cube spaces **perfect for LP storage,** and speakers. Vintage components and lamp on top. I am more enamored by its function, **quality and cost than** it's reasonable / decent appearance."
69442680,Value,"Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty threaded c-clamps to securely connect each pair of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. **Well worth the $188 dollars**. The Tasker did in two hours what would have taken us 6 hours.| Built an entire wall of shelving!. We used 6 units and three bases and constructed an entire wall of shelving. We used heavy duty threaded c-clamps to securely connect each pair of units together and to connect the resulting “stacks” together. 

To save assembly time we used TaskRabbit to do the assembly. **Well worth the $188 dollars**. The Tasker did in two hours what would have taken us 6 hours.| I like it.. quite a bit.. Part of many new things renovating my condo. My piece is used as an old school stereo console. Cube spaces perfect for LP storage, and speakers. Vintage components and lamp on top. I am more enamored by its function, **quality and cost than it's reasonable** / decent appearance."
69442680,Color,"Kallax storage. Works great for storage of my fabric. Also purchased the bins to go with it. If you want to hide your storage there **are several different colors to pick from.**| I like it.. quite a bit.. Part of many new things renovating my condo. My piece is used as an old school stereo console. Cube spaces perfect for LP storage, and speakers. Vintage components and lamp on top. I am more enamored by its function, quality and cost than it's **reasonable / decent appearance.**| It's perfect for my vinyl/multi use purpose. I love that the cubes are PERFECT for vinyl. It is nice and sturdy **and this grey/wood look combo is really** nice. **I like the white base, but am** curious if the black would also look nice (white was all they had in stock). I put some drawers and a horizontal divider in it and LOVE IT!| Well made!. This has to be the easiest piece of ikea furniture I put together thus far. **The color is a perfect** grey and light wood mix. **It looks amazing in my** space. The only issue I had was with the base, or stand. No clear directions or holes to connect the base. I made it work."
69442680,Versatility,"It's perfect for my vinyl/multi use purpose. I love that the cubes are PERFECT for vinyl. It is nice and sturdy and **this grey/wood look combo is really nice**. I like the white base, but am curious if the black would also look nice (white was all they had in stock). I put some drawers and a horizontal divider in it and LOVE IT!"
50454507,Quality,"**Rolling Shelf Unit**. Love **the small and very well made rolling** shelf to store things in my craft room! Easy to put together, too!| Perfect find. I was looking for a shelf of some sort for my printer/extra office supplies. The Billy bookcases were much too narrow and the Kallax were too chunky for the space I needed it in. This cart is the perfect compromise! The Pudda baskets fit perfectly in the square compartments, **and I’ve got spare paper, notebooks, etc** on the shelves. **The quality was also surprising;** I’m used to most Ikea furniture coming with a super thin board you nail in to the back, but the back of this is sturdy and could certainly be exposed in the room. Thanks for this piece, Ikea! Hopefully there will be **a broader color range in the future.**| **Great product for extra space** . . **Good quality at a great** price. **Very handy**| **office storage**. This works well in my office space. I bought 2 and stacked them."
50454507,Ease of Assembly,"Great Ravaror bookself. This item is neat and nicely crafted. It **was easy to assemble,** except for the holes marked for attaching the caster assembly. They had the punch mark, but lacked any pre-drilling, which made it impossible to get the screws to go into the product. Has to make starting pre-drilled holes enough to get the screw to attach properly.

I love the fact it is raised off the floor and easily moved when needed.| Cabinet. **Was easy to assemble instructions were ideal** we will buy more good clean store"
50454507,Appearance,"Perfect find. **I was looking for a shelf** of some sort for my printer/extra office supplies. The Billy bookcases were much too narrow and the Kallax were too chunky for the space I needed it in. This cart is the perfect compromise! The Pudda baskets fit perfectly in the square compartments, and I’ve got spare paper, notebooks, etc on the shelves. The quality was also surprising; I’m used to most Ikea furniture coming with a super thin board you nail in to the back, but the back of this is sturdy and could certainly be exposed in the room. Thanks for this piece, Ikea! Hopefully there will **be a broader color range in the** future.| **It looks great in my**. **It looks great in my** house. I painted it to **match my wall color.**| Like it!. I **love the oak appearance and how handy** it is to move around. I liked this product enough to buy a 2nd one.| Works **great with the matching**. Works **great with the matching** table"
50454507,Functionality,"**Rolling Shelf Unit**. Love the small and very well made rolling **shelf to store things in my craft** room! Easy to put together, too!| Perfect find. I was looking for a shelf of some sort for my printer/extra office supplies. The Billy bookcases were much too narrow and the Kallax were too **chunky for the space I needed it** in. This cart is the perfect compromise! The Pudda baskets fit perfectly in the square compartments, and I’ve got spare paper, notebooks, **etc on the shelves**. **The quality was also surprising;** I’m used to most Ikea furniture coming with a super thin board you nail in to the back, but the back of this is sturdy and could certainly be exposed in the room. Thanks for this piece, Ikea! Hopefully there will be **a broader color range in the future.**| **Great product for extra space** . . **Good quality at a great** price. **Very handy**| **office storage**. **This works well in my** office space. I bought 2 and stacked them."
50454507,Value,"Perfect find. I was looking for a shelf of some sort for my printer/extra office supplies. The Billy bookcases were much too narrow and the Kallax were too chunky for the space I needed it in. This cart is the perfect compromise! The Pudda baskets fit perfectly in the square compartments, and I’ve got spare paper, notebooks, etc on the shelves. **The quality was also surprising;** I’m used to most Ikea furniture coming with a super thin board you nail in to the back, but the back of this is sturdy and could certainly be exposed in the room. Thanks for this piece, Ikea! Hopefully there will be a broader color range in the future.| **Great product for extra space** . . Good quality **at a great price**. Very handy| Great Ravaror bookself. **This item is neat and** nicely crafted. It was easy to assemble, except for the holes marked for attaching the caster assembly. They had the punch mark, but lacked any pre-drilling, which made it impossible to get the screws to **go into the product**. Has to make starting pre-drilled holes enough to get the screw to attach properly.

I love the fact it is raised off the floor and easily moved when needed.| Handy rolling storage. Moderately easy to put together, solid considering the materials, rolls well. I bought it to store documents and files as it **was much less expensive than a filing** cabinet. The top is the perfect size for my cat to stretch out and relax. My only wish is that the shelves were adjustable but that would have made it more expensive."
50454507,Portability,"Great product for extra space . . Good quality at a great price. **Very handy**| **office storage**. This works well in my office space. I bought 2 and stacked them.| **Handy rolling storage**. Moderately easy to put together, solid considering the materials, rolls well. I bought it to store documents and files as it was much less expensive than a filing cabinet. The top is the perfect size for my cat to stretch out and relax. My only wish is that the shelves were adjustable but that would have made it more expensive.| Like it!. I love the oak **appearance and how handy it is to** move around. I liked this product enough to buy a 2nd one."
50454507,Storage,"**Rolling Shelf Unit**. Love the small and very well made **rolling shelf to store things in my** craft room! Easy to put together, too!| Perfect find. I was **looking for a shelf of some sort** for my printer/extra office supplies. The Billy bookcases were much too narrow and the Kallax were too **chunky for the space I needed it** in. This cart is the perfect compromise! The Pudda baskets fit perfectly **in the square compartments,** and I’ve got spare paper, notebooks, etc on the shelves. The quality was also surprising; I’m used to most Ikea furniture coming with a super thin board you nail in to the back, but the back of this is sturdy and could certainly be **exposed in the room**. Thanks for this piece, Ikea! Hopefully there will be **a broader color range in the future.**| Great **product for extra space** . . **Good quality at a great** price. **Very handy**| **office storage**. This works well **in my office space**. I bought 2 and stacked them."
50454507,Durability,"Rolling Shelf Unit. Love **the small and very well made rolling** shelf to store things in my craft room! Easy to put together, too!| Perfect find. I was looking for a shelf of some sort for my printer/extra office supplies. The Billy bookcases were much too narrow and the Kallax were too chunky for the space I needed it in. This cart is the perfect compromise! The Pudda baskets fit perfectly in the square compartments, and I’ve got spare paper, notebooks, etc on the shelves. The quality was also surprising; I’m used to most Ikea furniture coming with a super thin board you nail in to the back, but the back **of this is sturdy and could certainly** be exposed in the room. Thanks for this piece, Ikea! Hopefully there will be **a broader color range in the future.**| **Great product for extra** space . . **Good quality at a great** price. **Very handy**| **office storage**. This works well in my office space. I bought 2 and stacked them."
19189030,Quality,**EKET Perfect for my Sewing Room Decor.** We bought the shelves for sewing room decor. **It was perfect.** I wish I could post a picture for you all to see. Thank You IKEA
19189030,Functionality,**EKET Perfect for my Sewing Room Decor.** We bought the shelves for sewing room decor. It was perfect. I wish I could post a picture for you all to see. Thank You IKEA
19189030,Appearance,EKET Perfect for my Sewing Room Decor. We bought the shelves for sewing room decor. It was perfect. **I wish I could post a picture for you all to see.** Thank You IKEA
59442685,Quality,"Book shelf in family room. **We are very pleased with this** book shelf and black base stand. At first it seemed like it was too light weight to hold all our books, but it is loaded **and we are very pleased with the** outcome.| Kallax for record albums. I like the kallax, especially with the riser. Easy to out rigger, **but no matter how careful I** am putting together flat pack there is always a “seam” that doesn’t quite align. One side came pre-dented; I didn’t feel like spending 2 hours to return it so put the damaged side to the wall. | Kallax 4 x 2. Easy to assemble, **sturdy construction**. Wish the base stand came in matching color. | ****Great item****. But many time’s. ****Great item****. But many time’s different options are not in stock"
59442685,Ease of Assembly,"Kallax 4 x 2. **Easy to assemble,** sturdy construction. Wish the base stand came in matching color. | John. **Easy assembly** , well made and a nice addition to my library!| Sleek & functional.. This unit **was easy to assemble and looks sharp** on the stand."
59442685,Appearance,"Kallax 4 x 2. Easy to assemble, sturdy construction. Wish the base stand **came in matching color**. | **Sleek & functional.**. This unit was easy **to assemble and looks sharp on the** stand."
59442685,Functionality,"Book shelf in family room. We are very pleased with this book shelf and black base stand. At first it seemed like **it was too light weight to hold** all our books, but it is loaded and we are very pleased with the outcome.| Kallax for record albums. I like the kallax, especially with the riser. Easy to out rigger, but no matter how **careful I am putting together flat pack** there is always a “seam” that doesn’t quite align. One side came pre-dented; I didn’t feel like spending 2 hours to return it so put the damaged side to the wall. | Kallax 4 x 2. Easy to assemble, **sturdy construction**. Wish the base stand came in matching color. | Great item. But many time’s. Great item. But **many time’s different options are not in** stock"
59442685,Sturdiness,"Book shelf in family room. **We are very pleased with this** book shelf and black base stand. At first it seemed like **it was too light weight to hold** all our books, but it is loaded and we are very pleased with the outcome.| Kallax 4 x 2. Easy to assemble, **sturdy construction**. Wish the base stand came in matching color. | ****Great item****. But many time’s. ****Great item****. But many time’s different options are not in stock| **Sleek & functional.**. This unit was easy to assemble and looks sharp on the stand."
59442685,Color Options,"Kallax 4 x 2. Easy to assemble, sturdy construction. Wish the base stand **came in matching color**. "
59442685,Availability,Great item. But many time’s. Great item. But **many time’s different options are not in** stock
59442685,Durability,"Book shelf in family room. **We are very pleased with this** book shelf and black base stand. At first it seemed like it was too light weight to hold all our books, but it is loaded **and we are very pleased with the** outcome.| Kallax 4 x 2. Easy to assemble, **sturdy construction**. Wish the base stand came in matching color. | ****Great item****. But many time’s. ****Great item****. But many time’s different options are not in stock| **Sleek & functional.**. This unit was easy to assemble and looks sharp on the stand."
49442676,Quality,"Instructions clearly not written to go together- look at BOTH!!. Love the unit, but I’m extremely irritated that the instructions **for the shelving unit say nothing about** the underframe requiring four of the larger bolts from the unit to come out so the brackets can be installed. That information is in the instructions for the underframe. I have problems with dexterity and am none too happy about doing the work of getting **those bolts in securely just to turn** around and have to do it again. Also would have appreciated one of the screwdrivers with 90 degree bends for getting the underframe screws in.
Otherwise, **lovely storage unit**. Tip over hardware is a lot better than the old plastic kits and the wide variety of **inserts add more functionality.**| Perfect fit!. I bought this as a tv stand for the guest room. **I added storage cubes below and** put books and a few other decorative items on the top row. The additional **stand was a great addition to give** it a nice touch.| Love it . **Quality all the way** | Looks really nice.. This shelf compliments my other office **furniture and is very versatile**. I decided to add **inserts for more functionality,** but could have easily used without them. Not too hard to put together."
49442676,Ease of Assembly,"**Instructions clearly not written** to go together- look at BOTH!!. Love the unit, but I’m extremely **irritated that the instructions for the shelving** unit say nothing about the underframe requiring four of the larger bolts from the unit to come out so the brackets can be installed. That information **is in the instructions for the underframe**. I have problems with dexterity and am none too happy about doing the work of getting those bolts in securely just to turn around and have to do it again. Also would have appreciated one of the screwdrivers with 90 degree bends for getting the underframe screws in.
Otherwise, lovely storage unit. Tip over hardware is a lot better than the old plastic kits and the wide variety of inserts add more functionality.| Perfect for board games. **Very easy to assemble,** sturdy storage for our collection of games.| Perfect for board games. **Very easy to assemble,** sturdy storage for our collection of games.| Kallax. Glad I **was able to assemble unit myself.**"
49442676,Versatility,"Instructions clearly not written to go together- look at BOTH!!. Love the unit, but I’m extremely irritated that the instructions for the shelving unit say nothing about the underframe requiring four of the larger bolts from the unit to come out so the brackets can be installed. That information is in the instructions for the underframe. I **have problems with dexterity and am none** too happy about doing the work of getting those bolts in securely just to turn around and have to do it again. Also would have appreciated one of the screwdrivers with 90 degree bends for getting the underframe screws in.
Otherwise, lovely storage unit. Tip over hardware is a lot better than the old plastic kits and the wide variety of **inserts add more functionality.**| Looks really nice.. This shelf compliments my other office furniture **and is very versatile**. I decided to add **inserts for more functionality,** but could have easily used without them. Not too hard to put together.| Kallax. **Glad I was able to assemble unit** myself.| Looks really nice.. This shelf compliments my other office furniture **and is very versatile**. I decided to add **inserts for more functionality,** but could have easily used without them. Not too hard to put together."
49442676,Sturdiness,"Instructions clearly not written to go together- look at BOTH!!. Love the unit, **but I’m extremely irritated that the** instructions for the shelving unit say nothing about the underframe requiring four of the larger bolts from the unit to come out so the brackets can be installed. That information is in the instructions for the underframe. I have problems with dexterity and am none too happy about doing the work of getting **those bolts in securely just to turn** around and have to do it again. Also would have appreciated one of the screwdrivers with 90 degree bends for getting the underframe screws in.
Otherwise, **lovely storage unit**. Tip over hardware is a lot better than the old plastic kits and the wide variety of inserts add more functionality.| **Perfect fit!**. I bought this as a tv stand for the guest room. **I added storage cubes below and** put books and a few other decorative items on the top row. The additional **stand was a great addition to give** it a nice touch.| Love it . **Quality all the way** | Looks really nice.. This shelf compliments my other office furniture **and is very versatile**. I decided to add **inserts for more functionality,** but could have easily used without them. Not too hard to put together."
49442676,Functionality,"Instructions clearly not written to go together- look at BOTH!!. Love the unit, but I’m extremely irritated that the instructions for the shelving unit say nothing **about the underframe requiring four of the** larger bolts from the unit to come out so the brackets can be installed. **That information is in the** instructions for the underframe. I have problems with dexterity and am none too happy about doing the work of getting **those bolts in securely just to turn** around and have to do it again. Also would have appreciated one of the screwdrivers with 90 degree bends for getting the underframe screws in.
Otherwise, **lovely storage unit**. Tip over hardware is a lot better than the old plastic kits and the wide variety of **inserts add more functionality.**| Perfect fit!. I bought this as a tv stand for the guest room. **I added storage cubes below and** put books and a few other decorative items on the top row. The additional stand was a great addition to give it a nice touch.| Love it . **Quality all the way** | Looks really nice.. This shelf compliments my other office furniture **and is very versatile**. I decided to add **inserts for more functionality,** but could have easily used without them. Not too hard to put together."
49442676,Value,Love it . **Quality all the way** | Kallax. I am using this as a large ironing board in my sewing room! Love that it fits the large iron pad and I have storage below instead of wasted space. **This product went together quickly** and easy enough for me to handle myself.| A **solid piece in value**. A **solid piece in value** and aesthetics.| Exactly what I expected. Good. Exactly what I expected. **Good value**
49442676,Appearance,"Instructions clearly not written **to go together- look at BOTH!!**. Love the unit, but I’m extremely irritated that the instructions for the shelving unit say nothing about the underframe requiring four of the larger bolts from the unit to come out so the brackets can be installed. That information is in the instructions for the underframe. I have problems with dexterity and am none too happy about doing the work of getting those bolts in securely just to turn around and have to do it again. Also would have appreciated one of the screwdrivers with 90 degree bends for getting the underframe screws in.
Otherwise, lovely storage unit. Tip over hardware is a lot better than the old plastic kits and the wide variety of inserts add more functionality.| Perfect fit!. I bought this as a tv stand for the guest room. I added storage cubes below and put books and **a few other decorative items on the** top row. The additional stand was a great addition to give it a nice touch.| **Looks really nice.**. This shelf compliments my other office furniture and is very versatile. I decided to add inserts for more functionality, but could have easily used without them. Not too hard to put together.| Kitchen island!!. I put two of these kallax cubes together to create a kitchen island. One side for kitchen storage and one side for other storage. Put a butcher block counter on **top and it looks great**. Roomy, **sturdy and attractive.**"
49442676,Durability,"Instructions clearly not written to go together- look at BOTH!!. Love the unit, **but I’m extremely irritated that the** instructions for the shelving unit say nothing about the underframe requiring four of the larger bolts from the unit to come out so the brackets can be installed. That information is in the instructions for the underframe. I have problems with dexterity and am none too happy about doing the work of getting **those bolts in securely just to turn** around and have to do it again. Also would have appreciated one of the screwdrivers with 90 degree bends for getting the underframe screws in.
Otherwise, **lovely storage unit**. Tip over hardware is a lot better than the old plastic kits and the wide variety of inserts add more functionality.| **Perfect fit!**. I bought this as a tv stand for the guest room. **I added storage cubes below and** put books and a few other decorative items on the top row. The additional **stand was a great addition to give** it a nice touch.| Love it . **Quality all the way** | Looks really nice.. This shelf compliments my other office furniture **and is very versatile**. I decided to add **inserts for more functionality,** but could have easily used without them. Not too hard to put together."
