art_id,text
39442686,"Easy to put together, aesthetically pleasing. easy to build but sturdy."
60278170,"Very Nice Look. I have the 4 x 4 Kallax in my office area and added a combination of doors and drawers. The doors were easy to install and look absolutely great. They give my office a clean and orderly look. They seem solid, so I expect they will last."
60275812,Perfect. Works great in our new office design.
40324516,"Wonderful and versatile!!. We purchased two of these for our sunroom to hold our many many books haha! We not only have created an oasis of a library but a place for our plants to thrive on leaving enough space for a beanbag chair to get cozy to read! These are great because you don’t have to buy the frame to lay this on its side like we did. You can stand these upright and they would work great for storing things anywhere in the home. It could work in the kitchen for extra storage, could work in the dining room for holding China or commonly used items. It could also be a display place or put baskets in for hidden away functionality. It can be used I. The living room to give the illusion of an entertainment center if you put one on either side of your tv stand or used to put books in like we did :) sturdy, easy to take apart and re-assemble if you need to move it. Two thumbs up 👍🏽 "
40501892,Great to add to the book case to widen your possibilities!. Great to attach to the books case and makes it even more versatile to use :)
99017186,I love my Kallax. I have about 6 through out my home I love it love it love it
00275848,"Just what I needed. This is a sturdy product with a small footprint. I was worried it would be wobbly since it has no stabilizing back, but it's great! It gave me plenty of extra storage space within and on top. I purchased fabric storage cubes that fit exactly in the openings and was even able to color-coordinate them with the room."
90286649,Loved it. Easy to put together 
20278167,"Truly terrible!!!. I generally don't have any complaint about putting together IKEA furniture and the 4x4 Kallax shelf I bought for this to go into was easy and straightforward to assemble. These inserts are a terror, however. It's basically just a scored piece of very thin MDF that you attach to the sides of the shelf with short screws. Except it is virtually impossible to get the screws to go all the way in, leaving the cabinet door lopsided. Just by the basket inserts and call it a day."
70286645,"got this to go with. got this to go with my Kallax shelving, so the unit would be more than just a bookshelf. Perfect for things I don't want on display."
80275887,"Great shelving!. Easy to build, great price, looks sleek, what's not to like?"
00324518,"Great price!. Fantastically versatile product! Great price, just wish they kept more in stock."
30495599,"Easy to assemble and gets kallax off the floor. These were super easy to assemble. I appreciate they came with additional hardware for the kallax if you're adding them to a unit you already have at home. If you're assembling both a kallax and the base on the same day, assemble the base first because you'll have to change the last step of your kallax unit build."
40501892,What???. I have a Kallax unit I wanted off the floor. Bought this base and it does not fit the old Kallax.
00275848,Good quality for the money. The parts fit well. Order the shelf dividers to get more space for small things. 
70286645,Drawer . Great product 
20275814,"Poor Materials. Kallax had poor materials and poor fit. Assembly relied on long, thin wooden rods to connect some of the shelves together, but rods that easily snap and often poorly fit together. Even the wooden rods that didn't snap left the the shelves very flimsy. Ikea really cheaped out here because screws or metal rods would have fixed these issues."
20275814,Horrible. There was half of a broken piece in the screws bag so I went to Ikea to get a new piece. Came back home and I see the other half of the broken piece in the furniture piece which was impossible to take out. Now I have to go back to ikea for a whole new furniture piece. Ikea is very unorganized.
80275887,Perfect hall shelving. The product was great for shelves in an entrance hallway. Good quality and value.
30530574,"Perfect for records. I love how customizable Eket is to design. The planner was very easy to use. It is very sturdy in place. I was pleasantly surprised that tools were not required to put Eket together, but only to attach to the wall."
30530574,Cube sidetablr. We bought two for floating side tables and they turned out awesome.
70332124,Books. I now have 4 of these and plan to get more. They fit my books perfectly. I have plans to add the glass doors and connect them to make a set of built ins.
40334558,"Great quality great price. Super easy to put together, very durable and easy to hang! So many options to use these!"
70391038,"Looks great and fits perfectly. I purchased 2 of these with the matching tv stand and they fit perfectly on my wall. Everything is solid wood, not often found with ""build yourself"" furniture. The color is closer to black than dark brown but I love it even more than I would have liked a brown. It looks amazing against the brick wall giving just the right balance in colors. It is nice and tall and solid. I was able to put these together by myself and I am only 5'2"". There are only 2 times a second person is needed but can be worked around."
20275885,GREAT!. Easy to assemble & can be used in multiple ways! We decided to lay it horizontally and use in our living room as a tv stand. Also purchased the GNABBAS to go along with it.
00275848,"KALLAX is perfect for my needs!. KALLAX shelving and it’s inserts are attractive, versatile, and space-efficient, easily expandable and uniquely designed to fit perfectly with other units to fill all your storage requirements. Start your own collection of KALLAX now!"
20213312,Just what I needed. It’s a great shelf for what I needed. Easy to assemble and just looks great
00324518,"Perfect for certain storage requirements. We have several of these units, two in a crafting room, one in a guest bedroom.  They are perfect for certain specific storage needs.  Very solid, substantial.  Nice, consistent finish.  "
20213312,The shelf is excellent. It. The shelf is excellent. It is exactly as pictured. My husband said that actual ease of setup was ok but the instructions were not always clear. Overall I am very pleased with this purchase and will be buying more.
20213312,"hands down, the best money spent. I've had two of these now for about 5yrs now and I absolutely love them! They look so high-end. The glass shelves hold much more than I anticipated. I have a lot of books and some big, heavy, anthology-type books. I've had so many compliments on them. I do remember putting them together and it wasn't the worst experience. I did it by myself; just remember to not tighten everything until it's all assembled. They do seem a bit wobbly but with all the weight I have on them I don't think they'll tip. I did anchor them to the wall so that really helps."
20213312,Very nice and sturdy. Looks. Very nice and sturdy. Looks high end
40303439,"Vittsjo white. Awesome product! Striking and beautiful in my home! Looks expensive! So far I really like it! Using for plants. I couldn’t find the directions so put it together myself as I could figure it out by the picture on the website. My husband had to put the screws into the wood for me. Didn’t take too long to put together. I laid out the pieces where they looked like they fit, double checked everything before putting it together. Price was good. Shipping cost was extremely high so drove 3.5 hours each way to pick up in person. There were no extra pieces at all so be extremely careful that none are lost. Bottom line is I really like it and how it looks. Hope it lasts a long time."
40303439,"Love it. Easy to assemble, looks great as a plant stand! Bought a 2nd for books!"
20213312,Great for plant stand. Great for plant stand
40275846,Beautiful unit. I used these units to create a matching bed frame and side table. They're very sturdy and perfect for my needs.
00388633,"Nice bookcase-lots of cardboard & packing. I would rate the book case as very nice, typical Ikea. Assembly was the usual Ikea pita, but all parts fit with no problems. Took me a couple of hours - it's much easier with better tools like a ratchet or power screwdriver.  This is packaged in two boxes (one very long - the height of the unit.). The two generated a large, maybe shocking amount of cardboard waste. In addition to the boxes there is quite a bit of internal packing material. Yeah... all recyclable, but after cutting it up to small pieces and collapsing the packing it still took almost half of my weekly recycling bin.  There must be a better way, but I don't know what it is. So down one star for the mess made."
40415601,There was a dent on the side.. The dent is next to the wall so we didn’t return it.
40501892,Storage Lift Up. We are pleased with the height of the product and it's the perfect lift up for our storage needs! 
20278167,"Lasts 2 days. I built the shelf and put the insert doors in on Sunday. It is now Tuesday and, within those two days, 3 of the 8 doors have completely ripped off leaving huge holes. It is basically hard cardboard inserts with tiny screws that don't hold a heavy door. Very disappointing!"
40314640,"Old inserts were good- These are TERRIBLE. I sent my husband to the store to pick up 5 of these after an online order did not arrive when it was supposed to. I wish I had seen them first. Ikea totally cheaped out on these! They are flimsy cardboard, very cheaply made but sold at a price that commands better quality. I would not pay more than $12 for this product. Where the cardboard bends back to overlap (providing ""strength"" at the attachment point), the paper splits. The insert frame does not sit completely flush in the cube. The hardware doesn't sit perfectly in the bore AND the hinge is not adjustable, so you can't hang these so that the door closes flush either. You have to damage the Kallax unit to use any inserts now, so when you realize these are crap and remove them for return, you are left with holes and scrape marks. And just a heads up: prepare for the most annoying returns process anywhere. Cancelling an online order and returning what I already have here. This stuff is a headache."
20278167,Hard to install. Kallax inserts are hard to install without a drill or electric screw driver. They look great once installed.
60278170,"Poorly Designed. IKEA usually makes great products, but this is a rare miss.  There are no pre-drilled holes for the door hinges on the furniture, so you have to measure and mark the location yourself. Also, the opening for the screws to secure the hinges is oblong, so you can adjust the height slightly. This leaves significant room for error both vertically and horizontally. If the inner hinges aren't perfectly lined up with the piece attached to the door, the door will never lie flush. Also, the pressed board shelving unit doesn't hold the screws in place, so they can pop out easily.  I recommend skipping these doors and opting for bins. I can't speak for the drawers, but they probably suffer from the same lack of specificity."
60278170,"Took work to install.. While the doors are good, installing them was rough. The Kallax units do not have areas for the door hinge, so you have to make your own. This made things a bit difficult."
70286645,Hard to install with equipment listed. Kallax inserts are hard to install without a drill or electric screw driver. Looks great once installed.
30324507,"It's all right, but you have to install and handle with care. The door and the insert fit perfectly size-wise, however, the doors are hard to align perfectly. Additionally, the screws are so short that if you don't watch out you might pull the door out of its socket. Then, it's impossible to put it back."
00314642,NOT HAPPY - Must Put Holes in Your Unit to Use. These need to be screwed into your actual bookcase which will put holes in it. I think IKEA should make this clear in their description. I would not have bought these if I known they had to be screwed in. WHY did they change these to this cheap option.
19278253,"I have purchased several cubed. I have purchased several cubed products and this was so easy to put together! It is very sturdy, the accessories make this very unique and can be used multiple ways!! The plastic handle for the hex wrench saves the hand and makes it easier to put together! All the pieces go together without struggle...the holes line up for the screws where they belong, no adjusting. A great value for the price!!"
70301542,Excellent LP records storage. Minimalist and practical.
20278167,Good value and good quality. Assembling the Kallax is very simple and easy.  The instruction is clear and easy to follow.  I'd recommend buying it
19931865,"Nice bookshelf with optional storage. I have to admit I was inspired by a few of the desk setup videos on YouTube that featured this shelf and drawer combination. Aesthetically, the shelves and two drawers look very nice. In actual use I found the drawers themselves to be more shallow than expected and do not pull out as far as I would like. My IKEA store didn't have an example on the showroom floor so I bought without actually seeing it fully assembled in real life. I still like the overall functionality of the shelves and drawers but it's just the difference between expectations and reality."
20409936,"KALLAX shelf UNIT. Kallax Shelf Unit is suitable for any family home. We got 4*3 racks and everything is perfect. But I want to bring notice to the IKEA team, it needs more elaborate description for manual, which created some confusion while assembling.  "
19278253,Perfect album storage. This unit is the perfect storage option for record albums. My husband was able to organize his rather large collection and is so pleased with the result. Assembly was straight forward and the finished unit looks great and is very sturdy.
80334603,"Easy to assemble--but a bit tricky to finish. A great asset for storing larger items. But, be sure to follow instructions--when you get to that last piece. you'll be glad you did!"
60530577,"Follow directions carefully to avoid common problem.. I have bought several of these and it was very easy to assemble. If it didn’t slide together, I just used a mallet and it went together just fine. * I have seen several reviews that said they had trouble putting the last piece in place because the back panel was too long. I ran into this problem too and realized that it was because I hadn’t followed the directions correctly. It is easy to miss but the first side you start with is supposed to have a 1 on it. It is easy to miss! It is really important however, because the side with a 1 on it has a deeper groove so the back piece can slide down so you can slide the last piece in. I was able to slide the pieces apart so I could redo it and it worked just like it’s supposed."
40409935,"Looks great, but impossible to put together.. On some of my small square pieces, the pegs/dowels got stuck and broke before inserting another board. After IKEA sent two new boards and pegs when the unit was completed. The last screw kept turning and turning, it would not enter the final board. Now my kallax is in pieces and the dowels/pegs are of course stuck in the boards. It was quite difficult to build a 3x4 unit. It would be nice to pay extra and have it assembled at the store, but no taskrabbit for me, fore I live one hour away. The entire unit will be returned. I am very disappointed in the product."
69278335,Defective. Defective
29442677,A place for everything and everything in it's place!. I needed storage space for my clutter. I got the Kallax and added two drawer kits and four baskets. It is perfect. There is a place for everything and everything is in it's place. It was simple to build and I had zero problems.
90286649,Just what I needed. I needed storage space for my clutter. I got the Kallax and added two drawer kits and four baskets. It is perfect. There is a place for everything and everything is in it's place. It was simple to build and I had zero problems.
40501892,Love. The legs are an excellent addition to the Kallax storage cube.
00324518,"Love it. Love the shelf, easy to put together, great storage and price is good too!"
20275885,Nice and Easy. Looks nice and is easy to put together. Can’t go wrong. Third one I’ve purchased in this model.
50214678,. Easy to put together and looks just like picture. Nice
80275887,"Great design, easy to install, good look! . Good quality. Perfect/Average Size. Eazy installation if you play LEGO. Highly recommended. "
50481172,Cheap and affordable . Very light weight and nice utility stand. 
90495695,Good insert . Works great with kallax system
69336359,Very nice. I love it
00275848,Stronge. This storage is strong and can store a large amount of things.  It is well done.  easy to assemble.  This is my second order of this product
40275846,Kallax. I wish the storage boxes that go with kallax were in stock. I try every day and no luck.
20278167,Kallax Door. Easy to assemble and install. Hides the things I don’t want everyone to see.
70391038,"PERRRRRFECT size case!. Easy to put together, the perfect size for a small space AND tall enough to make it really efficient. Styling is good for traditional and modern. The bottom deeper depth is practical and provides extra stability too. So right."
60275812,Love it. Easy to ensamble. Good quality
80487813,Nice. Easy to ensamble
40409935,"Perfect for my space. The shelving unit is practical and decorative. It's also versatile, so you can adapt it to your needs easily."
90286649,Good idea to keep stuff. Good idea to keep stuff out of the sight
20275885,"Love my Kallax. Look so beautiful, easy to ensamble."
20275814,Just the right size. The perfect cube storage for my craft room! Sturdy too! Love it!
60278170,"Awesome. Easy to install, looks nice and neat"
80487813,Shelf. Daughter even noticed how pretty my room looked with my new shelf.
90305803,Love this shelf unit. I use it as an ironing station so I can store iron related tools underneath on the two selves. Was a little changeling to put together but perfect height and size for the task
30275861,Great storage option. I do stained glass and this is perfect for storing all the different colors and tools I need to keep my shop organized
90495695,Doesn't fit. Bought two and they are too big!
40409935,Super easy to build. I have multiple of these and use them for board games.  
20278167,not happy!. the older version was so much nicer. Because you have to attach to the shelves leaves no option to change yourmind on configuration.
90495695,"DOES NOT FIT!. I'm so confused why you advertise this to fit in your cubes when they are clearly too big. Disappointed that now I have to DRIVE out of town to return this as there isn't an IKEA in my area and paid to have these delivered. My question, has anyone checked in with your quality control dept? Someone's been sleeping on the job!! Very deceiving IKEA!"
20275885,Good storage quality. Packaging is good. Wood quality is good and easy to assemble.
40324516,Kallax. Beautiful and works perfectly for my space
00275848,My Fave. Love Kallax storage units!! Easy to put together. Lots of options for storage boxes too!!
40501892,Kallax legs. Love it! I like my furnitures up off the floor so it’s easy to clean under it. Easy to assemble. Looks great.
20278167,Door Insert. Very well made and will be very useful for my sewing storage.
60324520,Shelf Unit. I love it because the colors match my life right now. It is chaotic and messy but it is slowly coming together just the way I like it.
80487813,so cute and easy to assemble. I had this on my wishlist for so long. Glad I finally decided to get it. Surprisingly nice!
90301555,"Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes me wonder if quality control has gone down recently."
20275885,Great for entertainment center. It's perfect for what we need. Holds all of our game systems and tv. The only issue we had is one of the wooden pegs broke well putting it together.
20275885,Great storage space for my bedroom lounge. Sturdy and looks elegant
20275814,Perfect. Just what I was looking for.. This fits perfectly with my other IKEA items.
80275887,Very nice. Very nice
80275887,Perfect for vinyl record collection. Kallax is perfect for my fathers record collection in his new music den/office.
40423719,"Very sturdy!. I do not have any Kallax shelving units, but I do have built in shelving in my scrapbook room and I bought these to use to sort all of my scrapbook paper. Easy to assemble, very sturdy and they look great in my scrapbook room!"
00275848,"Kallax bookcase. We are using this bookcase as a bench to sit on, in our foyer.  Delivery & Assembly was easy. It is sturdy enough to hold a good amount of weight. I have ordered a custom cushion to place on top of it, for comfort. I have purchased baskets & placed them in the 4 pockets underneath & am storing warm, house socks for my grandchildren to wear, when they visit us! Thank you, IKEA!🌺"
70286645,Nice looking drawers. I love it 
50454507,Great product for extra space . . Good quality at a great price. Very handy
20409936,Love this book shelf.. This book shelf is just what we needed to put out our children’s books for out granddaughter to access and read. The cubes are the perfect size and allow her to easily access the books.
20423720,"Easy to install, perfect for my needs.. I was able to assemble myself and install, very easy. Gave me the more options for my supplies."
20275814,Simple design and assembly. Love how lightweight it is too.
60278170,Great. The doors make this unit look classy.
20278167,"Kallax door insert. This insert would be so much better if it didn’t NEED to be secured to the shelf. I like to periodically reassess and revise my storage & decor, but having to drill holes limits that. I don’t like having to permanently deface a permanent fixture for something that make not work for me in six months. Otherwise, it’s a good product."
20278167,Kallax cupboard. Perfect to use in the kallax shelving system to create a closed door shelving. Looks fantastic. Easy to assemble.
00501889,Elevates kalax look. Sturdy base that elevates the look of the kalax system. We used small wood screws to attach it to the kalax. I would recommend this if you are looking at it. We are using this and the kalax with cabinet doors and drawers for an entryway console. We love the look and its functionality. Worth the money!
00275848,KALLAX Shelf Unit. Very well made and will very useful for my sewing storage.
00334536,Great to use. Pretty quick and easy to build and after installing wall hangers to hang.
90495695,Yarn Storage. Perfect for separating Kallax bins for yarn storage.
00324518,Easy to build!. This was one of the easiest pieces of IKEA furniture I've ever had to build. You do need two people! But my husband and I out this together in less than a half hour. I'm using it as a bedside shelf/table for extra storage in our small room. I do wish it had a few more screws in the center to stabilize it further but mostly it's just wooden pegs in the center parts. So it's not the most sturdy thing ever. I do wish they had a dark brown option but I may stain it.
20275814,KALLAX Cubicle Storage. Very well made and will be very useful for my sewing storage.
50481172,Hard to assemble. The screws were not set properly. It was hard to make use of the screw and connect joints. So it was shaky and felt flimsy.
30275861,Love My Kallax!!. Perfect for my Creative Memories Scrapbooks.
70301542,"Excellent and elegant. Excellent does bookshelves and storage , elegant and easily to assemble."
10409932,Great!. Great and easy to put together!
90286649,Got what I wanted and planned for.. Same as above
80275887,Amazing. I love my cabinets.. I am able to reorganize my l Closet to my liking
90286649,Replacement drawers. We had red and after we moved to a new house wanted black drawers. It was an inexpensive trade out.
89386107,Nice. These are nice. Easy enough for my husband to put together but it does take some strength. I probably would have had a hard time assembling them myself. Deducted 1 star because it doesn't come with any hardware to connect the two cabinets together as shown.
80275887,Storage is fantastic!. Storage is fantastic!
20275814,Easy to assemble and just. Easy to assemble and just what a needed for the space in my bedroom.
10305741,"Stack Up. Once it's all assembled, the shelf unit looks good and appears sturdy. However, assembly is somewhat tiresome and at the end more work than expected. When looking at the unit standing vertically, the horizontal shelves require hammering with a hammer and board to protect the thick side panels. The worse part is the last vertical divider has to be shaved between 1/32 and 1/16 of an inch in order to have the thick top panel lay flat across the side panels and not rock on the center divider. Once I figured this out, the final assembly was fine. I believe it is a result of the tolerance stack-up of the horizontal shelf thickness and overall height of the vertical members will always result in a dimension slightly larger than the side panel heights."
20275814,Sturdy. Love Kallax for craft room storage and display. Easy and quick to put together. Good price point. Great variety of sizes and uses.
60324520,"great product. I was looking for something substantial and attractive to hold my album collection, this is perfect."
40346924,Cube storage unit. Cube storage unit
80275887,Great shelf. Sturdy and easy to assemble.
20278167,"Versatile, but . . .. Kallax is versatile, and it has a clean aesthetic appeal, but it's far from robust, so we'll have to see how it wears. The doors and related cube enclosures are not easy to install using Ikea instructions, particularly getting the hinges to sit properly."
20275814,Better instructions for assembling. The instructions are difficult to follow because didn’t indicate what littler parts use and every single hole.
70286645,"Nice customization for the Kallax cubes. Love that the drawers slide very easily, and close with a light tap. Only improvement I would like is for drawer sides to be higher."
90286649,"Frustrating to put together but looks great. Oh man, for such a tiny item, it was very frustrating to put together. I'd rather put together 10 of the stands these go into than ever do this again. You will have to screw into the stand to get this to fit right. So make sure you are 100 percent sure where you want this to go. Once you have put this together it looks awesome and the drawers are perfect. I use mine as a make up drawer as I use my table as a get ready staging area. It works for what I need it to."
00314642,Good but..... It is geed and works well but it could hold more with a little change. The walls of the drawer itself could be taller making it ever more useful.
50324511,"Great add on. The concept of being able to add it later, for drawers is really great. Feel like the look of them isn’t as clean as some drawers look a little crooked."
80275887,"Nice Shelving Unit. I was pleasantly surprised at how nice this went together. Took my husband about 40 minutes to assemble one unit. No issues so far. Using it for my craft room and once things are organized, I think it will work well."
89386107,"EKET 4 cubby cabinet. Very nice quality. went together easily ( I followed instructions). My only wish is that the base with legs had been available- I would have liked that look, but the single wood legs I got do look good with the white cabinet"
90301555,"UGH!. The only IKEA is nearly forty minutes from me. I bought this item and decided to put it together today. What should’ve taken about ten minutes to assemble with minimal effort ended up taking nearly an hour and an unnecessary amount of work. All because the two side panels are reverse threaded on every side. When tightening the screws, the screws go perfectly into the top and bottom and repel the two inserts. It makes putting the two pieces together nearly impossible. Unfortunately I’m too busy working and gas is too expensive to return this item, especially since there’s no guarantee whichever piece I purchase won’t be the same or worse. Very inconvenient."
50481172,Good and reasonable price. Easy to install and lightweight
50481172,"Perfect for my pantry. Very sturdy. A little tricky to put together, so I suggest an extra pair of hands"
60275812,Album Shelves. I Love These Shelves
70301537,"Excellent all-pupose shelves. These shelves are deeper than normal bookshelves, so great for storing stuff. Easy to assemble. I added 2 drawer units and 2 cupboard doors - also easy. They look really nice."
10305802,"Nice Unit. Nice bookcase. I like that the top and bottom shelves are wood and only the center is glass - no need for me to worry about the cats if they decide to jump up on it. Fairly easy assembly once I found a video. This will probably end up in my home office. However, I took off a star because the wood shelves were not predrilled and it was extremely difficult to get the bottom shelf on. You will need a drill or electric screwdriver with drill bit to drill the holes for the screws."
50481172,"Toughest Ikea build I've ever done!. This review is for placing two pieces next to each other. I put together two Baggegos, then I took them apart, then I put them together again. I've put together five Hyllis and know that lightweight metal shelving can be very forgiving yet not at all forgiving. Adjusting two Baggegos next to each other for over an hour, they varied in angles that were half an inch off. which might've been ok for one piece, but when next to each other, no. I had to duct tape them together tightly to get them to properly align while adjusting. My knuckles were red from the mesh metal so I went in our toolbox to find a ratcheting phillips head screwdriver. You need a phillips with a fatter head and a skinnier handle, or better, a ratcheting handle. And you might need some duct tape or zip ties. One positive thing is that the screws are sturdy, the threads survived many adjustments. All that said, Baggebo is nice for us plant people because it lets light through the mesh surfaces, and it's fairly priced."
70301537,Poorly made. This is a very poorly made shelving unit. It’s held together with little wood pegs that make it very shaky. When trying to move it into a room without much room to maneuver I had to tip it up on it’s side a bit. That shift of weight broke all the wood pegs and collapsed the whole thing down on itself. So now I’m out the price of the unit and a trip to the dump.
90286649,Perfect. Just what we needed to give us the storage we needed.
00314642,Plastic was not white. I received this to put in my alternative kallax but I opened it up to find the rims of the shelf were covered with PE-LD 04 black labels that I could NOT get off. defeated the slim look. never got to put it together and now have to return it at the store. :(
40415601,Perfect Record Storage. For storing my record collection these are perfect
10275862,Great wall storage!. Great for my apartment with a very small closet. :)
00415599,Sturdy. Easy to assemble and very sturdy.
90495695,Perfect Sorter. They were a tight fit at times but work great to sort loose items. A perfect solution for craft or toy room.
60278170,Love the cabinet. Easy to assemble good quality
40311873,Good shelf just a little pricey. I've got these shelf in a couple of different configuration and this one is the smallest of them all. I needed the shelf for a small area and thats why I didn't get the bigger one. For the price I think this is a little expensive when you compare to the little larger one (2x2) for example. If you need the shelf for a specific space like I did and want to keep the style than you have no choice. Overall good quality that you would expect from Ikea
00388633,"Do not buy. I don't know why there are such great reviews. I opened the product and automatically wanted to return. First, all of the wood panels need extra coats of paint. I'm not sure how to say it correctly, but you can see the wood holes/marks which some might like, but there are blue streaks on every single panel. There are also dents and markings to a lot of the pieces. I would not recommend this product."
90324509,A wonderful item for storing games. I have watched many game reviewers as they sit in front of KALLAX units filled with games. I finally decided to try this out -- and I am so glad I did! This is the perfect game storage solution. I love these things.
00275848,"Time for BETTER directions an BETTER connecttions. I own MANY KALLAX units. My first large purchase 9 months ago was assembled by a friend. I recently assembled a second purchase myself.   I bought many items from IKEA back in the early 1990s, shortly after they opened in Philly. I now live in an IKEA-free zone. I can't believe that the hardware, during the intervening years, has become cheesier, and the assembly directions remain vague in every language. The reason for the first is obvious: profit. The second is unconscionable: laziness.   I had to reassemble this unit just as I was about to begin the unpleasant task of wall mounting it when I realized one side was in the opposite direction. The directions sheets LOOK as if they were printed in the 1990s as they are so faded. I had to look VERY carefully to comprehend my mistake -- FINALLY seeing two tiny dots on at the end of each panel that must align for mounting. Add an arrow noting they must align!!!  The wall mounting is another sad story."
10305741,"Kallax in glossy white. I picked up two 2 by 4 Kallax shelves. The first was a bit difficult to put together, but by modifying instructions became much easier. The second came with one of the short shelf pieces missing its gloss paint so that the shelf only goes along the wall until I paint over the raw edge. Both shelves gained small chips and indentations as they were put together, nothing major, but a bit of a bummer as they were brand new. If they were easier to put together and came in perfect condition, they’d be great. Still love the look of the white gloss and they will work for now."
80275887,Awesome piece of furniture!. Easy to assemble and sturdy. You can find multiple uses for this. Stand it up or lay on it’s side.
10221685,Crafter’s heaven. Great addition to the bookshelves. It hides lots of my paper crafting supplies which I put in little plastic bins and tuck inside the drawers. Keeps the space looking clean and organized.
20275885,"I can’t drill holes into my space. Apparently, these need to be permanently affixed via screws into plaster to be safe. NO THANKS AS THAT IS NOT A VIABLE OPTION!"
40324516,great product. I have bought several kallax shelving units over the years. Great quality control and easy to set up.
90286649,"Drawers for kallax cube. Easy to assemble, but drawers could be taller. Only 2.5 inches tall."
90495596,Does its job. Doesn’t exactly bolt on securely
20423720,disappointed. I thought these were great and just what I needed and bought several -- only to find that you can only use them on open kallax cubes. you cant use them on cubes where you have doors. So disappointing that Ikea limits you on how you can use them.
00324518,Shelving system for organizing. Bought two shelves and set up horizontally to use with bins that keep my space organized. Looks great across the wall!
30495599,"Elevates the Kallax units. I bought this separately from my Kallax unit because I wasn’t for sure I wanted to use them. But, I should have know how well they would be made coming from Ikea. I got the black for my light wood color Kallax unit. The color contrast is perfect and I can vacuum under it too. I am so happy with my Kallax. I bought 2 units and the feet and the Drona blue inserts. I get so many compliments on this in my scrapbook room. I highly recommend the feet for the perfect combination."
90495596,This base is a must have.. I did not want my Kallax unit to sit directly on the floor. This base brings it high enough to sweep under it.
40409935,"Perfect Storage. What else can you say about the perfect storage solution? I bought 2 sets and turned one vertical and one horizontal. I am happy that I bought the feet for them separately. I wanted to make sure I liked them first, so I bought the feet separately in case I wanted to take them back. I got the light brown color and the darker blue inserts. Best storage for my scrapbook room. The 12x12 paper fits perfectly!"
50481172,"Just right. Great price, right size, low profile makes the books the focus which is the best, holds more than you'd expect"
10409932,Kallax Bookshelf. Perfect shelf for my craft room. Now I want some drawers and doors to complete the look.
70339291,"Don't buy- you will regret!. We bought two, and 100% disappointed!! Don't buy unless you want to frustrate yourself out!!! We built the first one right after it arrived. Half way through, a major piece, the hole is miss punch! The second one arrived the next day. Until the last step, we noticed the metal part wasn't rectangle!! It was tilted!!  Now, we have two incomplete shelves standing side by side! They don't line up together on even surface!  WE WANT OUR MONEY BACK!!!!! PLEASE RECALL THIS!!! I just read the reviews, and many people have the same situation!! I wished I read the review before purchased this! Can't believe I even paid for shipping to get this over! PLEASE REFUND US!!!!! Ikea, I hope you are reading these reviews! I hope you can refund us and send someone to pick up the furniture! Thanks!"
70339291,"Piece in box was wrong - FRUSTRATED. I purchased this last week, deciphered the instruction book and got half way through and noticed that the large piece which is essentially the left frame didn't match the picture. It looked almost like the right side, but it wasn't a duplicate either. IKEA won't send a new piece, so I get to either hike back another hour and exchange or return. Poor product, poor customer service."
70339291,"Avoid Like the Plague!. Similar to many other reviews on the FJALLBO, I wish I never left the store with this shelf. Not only did it take a few hours to piece together but multiple parts were defective, including the main frame structure: holes drilled without threads, missing foot piece and no holes or screws to attach to a wall. It's safe to say this unit is a real piece of junk. Worst of all, after speaking with IKEA's USA help team (Twitter) they advised that I either disassemble it and bring it in for an exchange or try and fit the entire unit in my trunk so I can waste even more time dealing with this garbage and building a new one. Hmm, I wonder if the second one will have issues..."
70339291,"Why!. I was obsessed with this shelf, but it is HORRIBLE to put together !!!!!! Please do not buy it!!! The parts are all WRONG and it is fustrasting !!! I am so annoyed ! I have been working this shelf for the last 4hrs ! Easy to assemble but the part are off, and the screws are wrong. Warning do not buy!!!!! I love IKEA, but this was a bad choice!"
70286645,"Cheap material + damaged in box. I ordered two sets of these drawer inserts and they both arrived damaged! The sides of these inserts are a flexible cardboard material (instead of wood). They arrive flat and are designed to bend along seams in the 4 corners to form a box shape. Both arrived with a seam already ripped/detached, so I cannot assemble them without taping them back together. I am returning them!"
70286645,"Drawers don’t use space well.. I bought these for our playroom to help organize all the small toys. Bought these to put all the little figures and the side walls are HALF the size of the front. It’s a total waste of space and they hardly hold anything. Just put a basket in, don’t waste your money on these."
49285817,"Cute wall Cube. This cube is the perfect size and weight. It looks great on my wall. My biggest complaint is the assembly. I have bought several ikea items which usually don’t have the easiest directions. But this was Horrible. All 4 sides went on easy, but to get the back on took a mallet and lots of patience. I watched several YouTube videos to guide me , unfortunately, the assembly of 5 cubes took days. I had to walk away so my frustration did not lead to damaging the unit."
00388633,"Very attractive and functional. I like the furniture even better after I received a price adjustment since it went on sale right after we bought it. We added crown molding to the top of each bookcase, was just what they needed. Also added a shelf between the bookcases over the base cabinet, just tied everything together nicely. Love it!"
